id_shade,marca,produto,url_produto,url_imagem,descricao,nome_tom,tom_especifico,espaco_cores,codigo_hex,matiz,saturacao,luminosidade,tom_unificado
3547,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540305sw?$50px$,38n medium-tan neutral (medium to tan skin w/ neutral undertones),medium-tan neutral,38n,rgb,#d49a75,23.3684210526316,0.524861878453039,0.645098039215686,38n
3548,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540274sw?$50px$,42g tan golden (tan skin w/ golden or olive undertones),tan golden,42g,rgb,#c69063,27.2727272727273,0.464788732394366,0.582352941176471,42g
3549,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540302sw?$50px$,42s tan sand (tan skin w/ yellow undertones),tan sand,42s,rgb,#cb8e66,23.7623762376238,0.492682926829268,0.598039215686274,42s
3550,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540276sw?$50px$,44h tan honey (tan skin w/ peach undertones),tan honey,44h,rgb,#d1926e,21.8181818181818,0.518324607329843,0.625490196078431,44h
3551,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540280sw?$50px$,44n tan neutral (tan skin w/ neutral undertones),tan neutral,44n,rgb,#cd936e,23.3684210526316,0.487179487179487,0.617647058823529,44n
3552,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540292sw?$50px$,45h tan honey (tan skin w/ peach undertones),tan honey,45h,rgb,#cc8e6a,22.0408163265306,0.49,0.607843137254902,45h
3553,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540313sw?$50px$,47h tan-deep honey (tan to deep skin w/ peach undertones),tan-deep honey,47h,rgb,#cb8c69,21.4285714285714,0.485148514851485,0.603921568627451,47h
3554,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540298sw?$50px$,47s tan-deep sand (tan to deep skin w/ yellow undertones),tan-deep sand,47s,rgb,#c48a65,23.3684210526316,0.446009389671362,0.582352941176471,47s
3555,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540281sw?$50px$,47n tan-deep neutral (tan to deep skin w/ neutral undertones),tan-deep neutral,47n,rgb,#c68a66,22.5,0.457142857142857,0.588235294117647,47n
3556,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540314sw?$50px$,49g tan-deep golden (tan to deep skin w/ golden or olive undertones),tan-deep golden,49g,rgb,#b68057,25.8947368421053,0.394190871369295,0.527450980392157,49g
3557,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540295sw?$50px$,51n deep neutral (deep skin w/ neutral undertones),deep neutral,51n,rgb,#c4845e,22.3529411764706,0.463636363636364,0.568627450980392,51n
3558,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540287sw?$50px$,53n deep neutral (deep skin w/ neutral undertones),deep neutral,53n,rgb,#b07047,23.4285714285714,0.425101214574899,0.484313725490196,53n
3559,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540282sw?$50px$,53s deep sand (deep skin w/ yellow undertones),deep sand,53s,rgb,#af7046,24.0,0.428571428571429,0.480392156862745,53s
3560,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540306sw?$50px$,53h deep honey (deep skin w/ peach undertones),deep honey,53h,rgb,#b46d4b,19.4285714285714,0.411764705882353,0.5,53h
3561,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540301sw?$50px$,53g deep golden (deep skin w/ golden or olive undertones),deep golden,53g,rgb,#ae7145,25.1428571428571,0.432098765432099,0.476470588235294,53g
3562,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540304sw?$50px$,57n rich neutral (deeper skin w/ neutral undertones),rich neutral,57n,rgb,#986146,19.7560975609756,0.369369369369369,0.435294117647059,57n
3563,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540299sw?$50px$,57s rich sand (deeper skin w/ yellow undertones),rich sand,57s,rgb,#9b6140,21.7582417582418,0.415525114155251,0.429411764705882,57s
3564,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540311sw?$50px$,57g rich golden (deeper skin w/ golden or olive undertones),rich golden,57g,rgb,#996240,22.9213483146067,0.410138248847926,0.425490196078431,57g
3565,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540312sw?$50px$,58h rich honey (deeper skin w/ peach undertones),rich honey,58h,rgb,#965b3f,19.3103448275862,0.408450704225352,0.417647058823529,58h
3566,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540309sw?$50px$,59s rich sand (deeper skin w/ yellow undertones),rich sand,59s,rgb,#874f2e,22.247191011236,0.49171270718232,0.354901960784314,59s
3567,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540308sw?$50px$,60n mahogany (very deep skin w/ neutral undertones),mahogany,60n,rgb,#794023,20.2325581395349,0.551282051282051,0.305882352941176,60n
3568,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540303sw?$50px$,60g mahogany golden (very deep skin w/ golden or olive undertones),mahogany golden,60g,rgb,#7f4932,17.9220779220779,0.435028248587571,0.347058823529412,60g
3569,tarte,face tape foundation,https://www.ulta.com/face-tape-foundation?productid=pimprod2003933,https://images.ulta.com/is/image/ulta/2540310sw?$50px$,61h espresso (very deep skin w/ peach undertones),espresso,61h,rgb,#603b31,12.7659574468085,0.324137931034483,0.284313725490196,61h
3570,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540489sw?$tn$,deep cool 3,deep cool,3,rgb,#523b33,15.4838709677419,0.233082706766917,0.26078431372549,3
3571,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540457sw?$50px$,deep neutral 2,deep neutral,2,rgb,#77523d,21.7241379310345,0.322222222222222,0.352941176470588,2
3572,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540475sw?$50px$,deep neutral 1,deep neutral,1,rgb,#8d6142,24.8,0.36231884057971,0.405882352941176,1
3573,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540463sw?$50px$,deep cool 2,deep cool,2,rgb,#8f6344,24.8,0.355450236966825,0.413725490196078,2
3574,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540483sw?$50px$,deep golden 1,deep golden,1,rgb,#8f6448,23.6619718309859,0.330232558139535,0.42156862745098,1
3575,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540476sw?$50px$,deep cool 1,deep cool,1,rgb,#975749,10.7692307692308,0.348214285714286,0.43921568627451,1
3576,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540486sw?$50px$,tan cool 1,tan cool,1,rgb,#b2825e,25.7142857142857,0.352941176470588,0.533333333333333,1
3577,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540471sw?$50px$,tan golden 2,tan golden,2,rgb,#a6724c,25.3333333333333,0.371900826446281,0.474509803921569,2
3578,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540456sw?$50px$,tan neutral,tan neutral,,rgb,#b27d5b,23.448275862069,0.360995850622407,0.527450980392157,tan neutral
3579,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540487sw?$50px$,deep golden 2,deep golden,2,rgb,#926a55,20.655737704918,0.264069264069264,0.452941176470588,2
3580,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540460sw?$50px$,tan cool 2,tan cool,2,rgb,#976748,23.5443037974684,0.354260089686099,0.437254901960784,2
3581,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540461sw?$50px$,medium cool 3,medium cool,3,rgb,#b17f5c,24.7058823529412,0.352697095435685,0.527450980392157,3
3582,covergirl,full spectrum matte ambition all day foundation,https://www.ulta.com/full-spectrum-matte-ambition-all-day-foundation?productid=pimprod2002621,https://images.ulta.com/is/image/ulta/2540458sw?$50px$,tan golden 1,tan golden,1,rgb,#ab7b4d,29.3617021276596,0.379032258064516,0.486274509803922,1
3583,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544966sw?$tn$,golden glow (medium w/ strong gold undertones),golden glow,,rgb,#edc08f,31.2765957446809,0.723076923076923,0.745098039215686,golden glow
3584,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544964sw?$50px$,bisque (fair w/ light gold undertones),bisque,,rgb,#f2d5b9,29.4736842105263,0.686746987951807,0.837254901960784,bisque
3585,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544969sw?$50px$,warm silk (light w/ peach undertones),warm silk,,rgb,#ebc0a0,25.6,0.652173913043478,0.774509803921569,warm silk
3586,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544967sw?$50px$,radiant (light w/ neutral undertones),radiant,,rgb,#ecccb3,26.3157894736842,0.6,0.813725490196078,radiant
3587,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544988sw?$50px$,light beige (light w/ pink/beige undertones),light beige,,rgb,#eacfb9,26.9387755102041,0.538461538461538,0.82156862745098,light beige
3588,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2545114sw?$50px$,satin (medium light w/ neutral undertones),satin,,rgb,#eacbb7,23.5294117647059,0.548387096774194,0.817647058823529,satin
3589,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544968sw?$50px$,amber (medium light w/ gold undertones),amber,,rgb,#e9c7ae,25.4237288135593,0.572815533980583,0.798039215686275,amber
3590,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544963sw?$50px$,warm sienna (medium light w/ strong gold undertones),warm sienna,,rgb,#ebc89e,32.7272727272727,0.658119658119658,0.770588235294118,warm sienna
3591,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544965sw?$50px$,natural (medium light w/ pink undertones),natural,,rgb,#edd1ba,27.0588235294118,0.586206896551724,0.829411764705882,natural
3592,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544970sw?$50px$,suntan (medium w/ neutral undertones),suntan,,rgb,#e8b99f,21.3698630136986,0.613445378151261,0.766666666666667,suntan
3593,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544971sw?$50px$,honey bronze (medium w/ pink undertones),honey bronze,,rgb,#ce9e70,29.3617021276596,0.489583333333333,0.623529411764706,honey bronze
3594,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544962sw?$50px$,latte (medium dark w/ gold brown undertones),latte,,rgb,#dfab79,29.4117647058824,0.614457831325301,0.674509803921569,latte
3595,jane iredale,liquid minerals a foundation,https://www.ulta.com/liquid-minerals-a-foundation?productid=pimprod2004085,https://images.ulta.com/is/image/ulta/2544972sw?$50px$,caramel (medium dark w/ gold undertones),caramel,,rgb,#e9b58c,26.4516129032258,0.678832116788321,0.731372549019608,caramel
3596,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547535sw?$tn$,golden honey (deep honey w/ warm undertone),golden honey,,rgb,#be855f,24.0,0.422222222222222,0.558823529411765,golden honey
3597,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547538sw?$50px$,pale (white ivory w/ warm undertone),pale,,rgb,#fbd3af,28.4210526315789,0.904761904761905,0.835294117647059,pale
3598,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546616sw?$50px$,light porcelain (fair w/ cool undertone),light porcelain,,rgb,#f9dcd3,14.2105263157895,0.76,0.901960784313726,light porcelain
3599,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547539sw?$50px$,fair (fair w/ neutral undertone),fair,,rgb,#f0ceb3,26.5573770491803,0.67032967032967,0.82156862745098,fair
3600,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547540sw?$50px$,alabaster (alabaster w/ neutral undertone),alabaster,,rgb,#dab69c,25.1612903225806,0.455882352941176,0.733333333333333,alabaster
3601,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546596sw?$50px$,porcelain (porcelain w/ cool undertone),porcelain,,rgb,#d8b5a0,22.5,0.417910447761194,0.737254901960784,porcelain
3602,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547544sw?$50px$,light ivory (ivory w/ cool undertone),light ivory,,rgb,#ecc5a8,25.5882352941176,0.641509433962264,0.792156862745098,light ivory
3603,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546597sw?$50px$,light (light w/ cool undertone),light,,rgb,#e2b49a,21.6666666666667,0.553846153846154,0.745098039215686,light
3604,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546600sw?$50px$,vanilla (vanilla w/ neutral undertone),vanilla,,rgb,#e5b798,24.1558441558442,0.596899224806202,0.747058823529412,vanilla
3605,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546623sw?$50px$,warm vanilla (light w/ warm undertone),warm vanilla,,rgb,#dab28d,28.8311688311688,0.509933774834437,0.703921568627451,warm vanilla
3606,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546628sw?$50px$,nude (light w/ neutral undertone),nude,,rgb,#d4b28d,31.2676056338028,0.452229299363057,0.692156862745098,nude
3607,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546598sw?$50px$,natural (nude w/ neutral undertone),natural,,rgb,#d9a381,23.1818181818182,0.536585365853659,0.67843137254902,natural
3608,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546624sw?$50px$,soft beige (medium light w/ cool undertone),soft beige,,rgb,#d39c7e,21.1764705882353,0.491329479768786,0.66078431372549,soft beige
3609,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546599sw?$50px$,true beige (nude beige w/ warm undertone),true beige,,rgb,#dba778,28.4848484848485,0.578947368421053,0.664705882352941,true beige
3610,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546604sw?$50px$,medium olive (nude beige w/ neutral undertone),medium olive,,rgb,#cb9a79,24.1463414634146,0.440860215053763,0.635294117647059,medium olive
3611,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546613sw?$50px$,buff (beige w/ neutral undertone),buff,,rgb,#ca9e79,27.4074074074074,0.433155080213904,0.633333333333333,buff
3612,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546608sw?$50px$,neutral buff (beige w/ warm undertone),neutral buff,,rgb,#cf956d,24.4897959183673,0.505154639175258,0.619607843137255,neutral buff
3613,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546602sw?$50px$,medium buff (beige w/ neutral undertone),medium buff,,rgb,#e3b9a7,18.0,0.517241379310345,0.772549019607843,medium buff
3614,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546611sw?$50px$,beige (medium beige w/ warm undertone),beige,,rgb,#c2956b,28.9655172413793,0.416267942583732,0.590196078431373,beige
3615,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546603sw?$50px$,classic tan (tan w/ neutral undertone),classic tan,,rgb,#c29172,23.25,0.396039603960396,0.603921568627451,classic tan
3616,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547546sw?$50px$,camel (medium light w/ cool undertone),camel,,rgb,#bf8a65,24.6666666666667,0.412844036697248,0.572549019607843,camel
3617,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546630sw?$50px$,neutral tan (medium light w/ neutral undertone),neutral tan,,rgb,#b9845e,25.0549450549451,0.393939393939394,0.547058823529412,neutral tan
3618,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546634sw?$50px$,golden (medium deep w/ warm undertone),golden,,rgb,#b5845b,27.3333333333333,0.378151260504202,0.533333333333333,golden
3619,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546609sw?$50px$,caramel (caramel beige w/ warm undertone),caramel,,rgb,#b38764,26.5822784810127,0.341991341991342,0.547058823529412,caramel
3620,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547536sw?$50px$,almond (medium w/ cool undertone),almond,,rgb,#a8693e,24.3396226415094,0.460869565217391,0.450980392156863,almond
3621,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546617sw?$50px$,cinnamon (medium w/ warm undertone),cinnamon,,rgb,#b77d55,24.4897959183673,0.40495867768595,0.525490196078431,cinnamon
3622,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547537sw?$50px$,warm carmel (medium tan w/ neutral undertone),warm carmel,,rgb,#9a6549,20.7407407407407,0.356828193832599,0.445098039215686,warm carmel
3623,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547534sw?$50px$,honey (medium tan w/ neutral undertone),honey,,rgb,#af7045,24.3396226415094,0.434426229508197,0.47843137254902,honey
3624,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546606sw?$50px$,warm honey (medium tan w/ warm undertone),warm honey,,rgb,#aa6f4a,23.125,0.39344262295082,0.47843137254902,warm honey
3625,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546612sw?$50px$,mahogany (medium deep w/ neutral undertone),mahogany,,rgb,#a16948,22.247191011236,0.381974248927039,0.456862745098039,mahogany
3626,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546610sw?$50px$,nutmeg (medium deep w/ cool undertone),nutmeg,,rgb,#a26d45,25.8064516129032,0.402597402597403,0.452941176470588,nutmeg
3627,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546627sw?$50px$,warm mahogany (medium deep w/ warm undertone),warm mahogany,,rgb,#8c5833,24.9438202247191,0.465968586387435,0.374509803921569,warm mahogany
3628,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546605sw?$50px$,cappuccino (medium deep w/ cool undertone),cappuccino,,rgb,#925d3d,22.5882352941176,0.410628019323671,0.405882352941176,cappuccino
3629,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546620sw?$50px$,sienna (medium deep w/ warm undertone),sienna,,rgb,#8d5e3a,26.0240963855422,0.417085427135678,0.390196078431373,sienna
3630,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546619sw?$50px$,deep sable (deep w/ neutral undertone),deep sable,,rgb,#865f40,26.5714285714286,0.353535353535354,0.388235294117647,deep sable
3631,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546626sw?$50px$,mocha (deep mocha w/ warm undertone),mocha,,rgb,#7a4f33,23.6619718309859,0.410404624277457,0.33921568627451,mocha
3632,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547541sw?$50px$,deep rich (deep w/ cool undertone),deep rich,,rgb,#6e4633,19.3220338983051,0.366459627329193,0.315686274509804,deep rich
3633,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546632sw?$50px$,cocoa (deep deep w/ warm undertone),cocoa,,rgb,#704b31,24.7619047619048,0.391304347826087,0.315686274509804,cocoa
3634,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547545sw?$50px$,deep cool (deep deep w/ cool undertone),deep cool,,rgb,#674632,22.6415094339623,0.34640522875817,0.3,deep cool
3635,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546621sw?$50px$,walnut (deep deep w/ neutral undertone),walnut,,rgb,#653e23,24.5454545454545,0.485294117647059,0.266666666666667,walnut
3636,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547548sw?$50px$,warm walnut (deep deep w/ warm undertone),warm walnut,,rgb,#5a382a,17.5,0.363636363636364,0.258823529411765,warm walnut
3637,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547542sw?$50px$,deep walnut (deepest deep w/ cool undertone),deep walnut,,rgb,#653b2a,17.2881355932203,0.412587412587413,0.280392156862745,deep walnut
3638,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2546614sw?$50px$,chestnut (deepest deep w/ neutral undertone),chestnut,,rgb,#57392b,19.0909090909091,0.338461538461538,0.254901960784314,chestnut
3639,nyx professional makeup,born to glow naturally radiant foundation,https://www.ulta.com/born-glow-naturally-radiant-foundation?productid=pimprod2006994,https://images.ulta.com/is/image/ulta/2547547sw?$50px$,deep espresso (deepest deep espresso w/ cool undertone),deep espresso,,rgb,#57352d,11.4285714285714,0.318181818181818,0.258823529411765,deep espresso
