id_shade,marca,produto,url_produto,url_imagem,descricao,nome_tom,tom_especifico,espaco_cores,codigo_hex,matiz,saturacao,luminosidade,tom_unificado
1,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551437sw?$tn$,355n (medium skin with a neutral golden undertone),,355n,rgb,#a06f4a,25.8139534883721,0.367521367521367,0.458823529411765,355n
2,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551414sw?$50px$,100n (very fair skin with a neutral undertone),,100n,rgb,#f1e7db,32.7272727272727,0.44,0.901960784313726,100n
3,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551412sw?$50px$,110c (very fair skin with a cool undertone),,110c,rgb,#f0e7db,34.2857142857143,0.411764705882353,0.9,110c
4,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551419sw?$50px$,120w (very fair skin with a warm undertone),,120w,rgb,#efd0ae,31.3846153846154,0.670103092783505,0.809803921568627,120w
5,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551416sw?$50px$,130n (very fair skin with a neutral pink undertone),,130n,rgb,#d5c1aa,32.093023255814,0.338582677165354,0.750980392156863,130n
6,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551415sw?$50px$,140n (fair skin with a neutral peach undertone),,140n,rgb,#dbc2a9,30.0,0.40983606557377,0.76078431372549,140n
7,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551418sw?$50px$,150w (fair skin with a warm beige undertone),,150w,rgb,#efcda8,31.2676056338028,0.689320388349515,0.798039215686275,150w
8,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551417sw?$50px$,160c (fair skin with a cool golden undertone),,160c,rgb,#dec5a7,32.7272727272727,0.454545454545454,0.762745098039216,160c
9,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551420sw?$50px$,200w (light skin with a warm undertone),,200w,rgb,#edcaa1,32.3684210526316,0.678571428571428,0.780392156862745,200w
10,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551423sw?$50px$,210n (light skin with a neutral golden undertone),,210n,rgb,#e8c9aa,30.0,0.574074074074074,0.788235294117647,210n
11,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551421sw?$50px$,220n (light skin with a neutral peach undertone),,220n,rgb,#d5b596,29.5238095238095,0.428571428571429,0.711764705882353,220n
12,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551422sw?$50px$,230n (light skin with a pink undertone),,230n,rgb,#d5ac87,28.4615384615385,0.481481481481482,0.682352941176471,230n
13,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551424sw?$50px$,240n (light skin with a neutral warm undertone),,240n,rgb,#dcb087,28.9411764705882,0.548387096774194,0.696078431372549,240n
14,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551428sw?$50px$,250c (light skin with a cool golden undertone),,250c,rgb,#d5b187,32.3076923076923,0.481481481481482,0.682352941176471,250c
15,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551429sw?$50px$,260n (light skin with a neutral undertone),,260n,rgb,#d9ad7e,30.989010989011,0.544910179640719,0.672549019607843,260n
16,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551432sw?$50px$,270c (light to medium skin with a cool golden undertone),,270c,rgb,#d4af7d,34.4827586206897,0.502890173410405,0.66078431372549,270c
17,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551438sw?$50px$,300c (light to medium skin with a cool golden undertone),,300c,rgb,#d1aa79,33.4090909090909,0.488888888888889,0.647058823529412,300c
18,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551427sw?$50px$,305n (medium skin with a neutral olive undertone),,305n,rgb,#d4ab80,30.7142857142857,0.494117647058823,0.666666666666667,305n
19,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551597sw?$50px$,310c (medium skin with a cool olive undertone),,310c,rgb,#cb9f6d,31.9148936170213,0.474747474747475,0.611764705882353,310c
20,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551435sw?$50px$,315n (medium skin with a neutral beige undertone),,315n,rgb,#b99371,28.3333333333333,0.339622641509434,0.584313725490196,315n
21,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551425sw?$50px$,320n (medium skin with a neutral pink undertone),,320n,rgb,#b88c6a,26.1538461538462,0.354545454545455,0.568627450980392,320n
22,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551434sw?$50px$,290c (light to medium skin with a warm golden undertone),,290c,rgb,#d2aa72,35.0,0.516129032258065,0.635294117647059,290c
23,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551433sw?$50px$,330w (medium skin with a warm yellow undertone),,330w,rgb,#b4845f,26.1176470588235,0.361702127659574,0.53921568627451,330w
24,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551453sw?$50px$,332c (medium skin with a cool golden undertone),,332c,rgb,#ba915e,33.2608695652174,0.4,0.549019607843137,332c
25,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551431sw?$50px$,335w (medium skin with a warm peach undertone),,335w,rgb,#b2815c,25.8139534883721,0.358333333333333,0.529411764705882,335w
26,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551426sw?$50px$,340c (medium skin with a cool peach undertone),,340c,rgb,#986f50,25.8333333333333,0.310344827586207,0.454901960784314,340c
27,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551430sw?$50px$,345c (medium skin with a cool golden peach undertone),,345c,rgb,#af7e57,26.5909090909091,0.354838709677419,0.513725490196078,345c
28,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551436sw?$50px$,350c (medium skin with a golden undertone),,350c,rgb,#a17153,23.0769230769231,0.319672131147541,0.47843137254902,350c
29,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551439sw?$50px$,360c (medium skin with a deep golden undertone),,360c,rgb,#a16e46,26.3736263736264,0.393939393939394,0.452941176470588,360c
30,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551440sw?$50px$,365c (medium to tan skin with a cool olive undertone),,365c,rgb,#9b6b43,27.2727272727273,0.396396396396396,0.435294117647059,365c
31,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551441sw?$50px$,370w (medium to tan skin with a warm undertone),,370w,rgb,#936038,26.3736263736264,0.448275862068966,0.398039215686274,370w
32,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551443sw?$50px$,400n (tan skin with a neutral peach undertone),,400n,rgb,#8e5a31,26.4516129032258,0.486910994764398,0.374509803921569,400n
33,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551442sw?$50px$,410c (tan skin with a golden undertone),,410c,rgb,#86562b,28.3516483516484,0.514124293785311,0.347058823529412,410c
34,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551447sw?$50px$,420c (tan skin with a cool undertone),,420c,rgb,#7f5430,27.3417721518987,0.451428571428571,0.343137254901961,420c
35,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551451sw?$50px$,430w (tan skin with a warm undertone),,430w,rgb,#8b562e,25.8064516129032,0.502702702702703,0.362745098039216,430w
36,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551450sw?$50px$,440c (tan skin with a cool golden undertone),,440c,rgb,#7a4f2b,27.3417721518987,0.478787878787879,0.323529411764706,440c
37,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551452sw?$50px$,450c (tan skin with a deep golden undertone),,450c,rgb,#724c28,29.1891891891892,0.480519480519481,0.301960784313725,450c
38,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551454sw?$50px$,470c (tan skin with a cool deep golden undertone),,470c,rgb,#6d4120,25.7142857142857,0.546099290780142,0.276470588235294,470c
39,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551444sw?$50px$,480c (tan skin with an olive undertone),,480c,rgb,#683f21,25.3521126760563,0.518248175182482,0.268627450980392,480c
40,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551445sw?$50px$,490w (tan skin with a red undertone),,490w,rgb,#673c1f,24.1666666666667,0.537313432835821,0.262745098039216,490w
41,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551446sw?$50px$,500c (deep skin with a cool pink undertone),,500c,rgb,#613920,23.0769230769231,0.503875968992248,0.252941176470588,500c
42,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551448sw?$50px$,510w (deep skin with a warm undertone),,510w,rgb,#533020,18.8235294117647,0.443478260869565,0.225490196078431,510w
43,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551449sw?$50px$,520w (deep skin with a red olive undertone),,520w,rgb,#4f2e1e,19.5918367346939,0.44954128440367,0.213725490196078,520w
44,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551455sw?$50px$,530n (deep skin with a neutral pink undertone),,530n,rgb,#5e331f,19.047619047619,0.504,0.245098039215686,530n
45,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551457sw?$50px$,540w (deep skin with a warm red undertone),,540w,rgb,#552e21,15.0,0.440677966101695,0.231372549019608,540w
46,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551456sw?$50px$,550w (deep skin with a neutral undertone),,550w,rgb,#4e2f22,17.7272727272727,0.392857142857143,0.219607843137255,550w
47,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551458sw?$50px$,560w (deep skin with a warm beige undertone),,560w,rgb,#4a2d23,15.3846153846154,0.357798165137615,0.213725490196078,560w
48,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551460sw?$50px$,570n (deep skin with a neutral red undertone),,570n,rgb,#452a21,15.0,0.352941176470588,0.2,570n
49,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551461sw?$50px$,580w (very deep skin with a warm red undertone),,580w,rgb,#422922,13.125,0.32,0.196078431372549,580w
50,anastasia beverly hills,luminous foundation,https://www.ulta.com/luminous-foundation?productid=pimprod2008586,https://images.ulta.com/is/image/ulta/2551459sw?$50px$,590c (very deep skin with a cool undertone),,590c,rgb,#3e2822,12.8571428571429,0.291666666666667,0.188235294117647,590c
51,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528173sw?$tn$,"shell 1w1 (very fair beige w/ golden, warm undertones)",shell,1w1,rgb,#efcba4,31.2,0.700934579439252,0.790196078431373,1w1
52,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529033sw?$50px$,linen 1n1 (very fair beige w/ neutral undertones),linen,1n1,rgb,#f3ceb0,26.865671641791,0.736263736263736,0.82156862745098,1n1
53,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549910sw?$50px$,"alabaster 1c1 (very fair beige w/ rosy, cool undertones)",alabaster,1c1,rgb,#f2cbb4,22.258064516129,0.704545454545454,0.827450980392157,1c1
54,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528170sw?$50px$,"porcelain 1n2 (fair beige w/ peachy, neutral undertones)",porcelain,1n2,rgb,#f6c8a7,25.0632911392405,0.814432989690722,0.809803921568627,1n2
55,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529037sw?$50px$,"ivory 1c2 (fair beige w/ rosy, cool undertones)",ivory,1c2,rgb,#f0c4ab,21.7391304347826,0.696969696969697,0.805882352941176,1c2
56,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528172sw?$50px$,"sand 1w2 (fair beige w/ golden, warm undertones)",sand,1w2,rgb,#f2c79d,29.6470588235294,0.765765765765766,0.782352941176471,1w2
57,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529036sw?$50px$,cashmere 1n3 (fair to light beige w/ neutral undertones),cashmere,1n3,rgb,#dfb38a,28.9411764705882,0.570469798657718,0.707843137254902,1n3
58,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529034sw?$50px$,"vanilla 2w1 (light beige w/ golden, warm undertones)",vanilla,2w1,rgb,#eec29c,27.8048780487805,0.706896551724138,0.772549019607843,2w1
59,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549902sw?$50px$,"bisque 2c1 (light beige w/ rosy, cool undertones)",bisque,2c1,rgb,#eab498,20.4878048780488,0.661290322580645,0.756862745098039,2c1
60,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549903sw?$50px$,cashew 2n1 (light beige w/ neutral undertones),cashew,2n1,rgb,#ddad8c,24.4444444444444,0.543624161073826,0.707843137254902,2n1
61,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549913sw?$50px$,"teak 2c2 (light to medium beige w/ peachy, cool undertones)",teak,2c2,rgb,#e5ae8f,21.6279069767442,0.623188405797101,0.729411764705882,2c2
62,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549907sw?$50px$,desert 2n2 (light to medium beige w/ neutral undertones),desert,2n2,rgb,#e0ae8c,24.2857142857143,0.575342465753425,0.713725490196078,2n2
63,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528175sw?$50px$,"buff 2w2 (light to medium beige w/ golden, warm undertones)",buff,2w2,rgb,#e1b186,28.3516483516484,0.602649006622517,0.703921568627451,2w2
64,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529035sw?$50px$,"buttercup 3w1 (medium beige w/ golden, warm undertones)",buttercup,3w1,rgb,#e2ad7f,27.8787878787879,0.630573248407643,0.692156862745098,3w1
65,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549922sw?$50px$,camel 3n1 (medium pinky beige w/ neutral undertones),camel,3n1,rgb,#d59c79,22.8260869565217,0.522727272727273,0.654901960784314,3n1
66,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528177sw?$50px$,noisette 3n2 (medium peachy beige w/ neutral undertones),noisette,3n2,rgb,#d49971,24.2424242424242,0.535135135135135,0.637254901960784,3n2
67,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549915sw?$50px$,"pebble 3c1 (medium beige w/ rosy, cool undertones)",pebble,3c1,rgb,#d8a284,21.4285714285714,0.518518518518518,0.682352941176471,3c1
68,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529029sw?$50px$,driftwood 3w2 (medium olive w/ warm undertones),driftwood,3w2,rgb,#dba679,27.5510204081633,0.576470588235294,0.666666666666667,3w2
69,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549916sw?$50px$,"cassava 3c2 (medium tawny beige w/ rosy, cool undertones)",cassava,3c2,rgb,#d29b7b,22.0689655172414,0.491525423728814,0.652941176470588,3c2
70,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549920sw?$50px$,khaki 3n3 (medium to tan beige w/ neutral undertones),khaki,3n3,rgb,#ce9770,24.8936170212766,0.489583333333333,0.623529411764706,3n3
71,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528167sw?$50px$,olive 3w3 (medium to tan olive w/ warm undertones),olive,3w3,rgb,#cc9a70,27.3913043478261,0.474226804123711,0.619607843137255,3w3
72,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549909sw?$50px$,"hazel 4w1 (tan caramel w/ golden, warm undertones)",hazel,4w1,rgb,#c38353,25.7142857142857,0.482758620689655,0.545098039215686,4w1
73,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528171sw?$50px$,"fawn 4c1 (tan bronze w/ rosy, cool undertones)",fawn,4c1,rgb,#ad6d4b,20.8163265306122,0.395161290322581,0.486274509803922,4c1
74,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528168sw?$50px$,"bamboo 4w2 (very tan w/ golden, warm undertones)",bamboo,4w2,rgb,#aa6d46,23.4,0.416666666666667,0.470588235294118,4w2
75,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528166sw?$50px$,tan 4n1 (peachy tan w/ neutral undertones),tan,4n1,rgb,#aa7555,22.5882352941176,0.333333333333333,0.5,4n1
76,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528169sw?$50px$,café 4n2 (very golden tan w/ neutral undertones),café,4n2,rgb,#a56949,20.8695652173913,0.38655462184874,0.466666666666667,4n2
77,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549919sw?$50px$,sepia 4c2 (very tan bronze w/ cool undertones),sepia,4c2,rgb,#a36446,19.3548387096774,0.399141630901288,0.456862745098039,4c2
78,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528176sw?$50px$,amber 5w1 (dark peach w/ warm undertones),amber,5w1,rgb,#a0633f,22.2680412371134,0.434977578475336,0.437254901960784,5w1
79,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528174sw?$50px$,maple 5w2 (very dark auburn w/ warm undertones),maple,5w2,rgb,#965837,20.8421052631579,0.463414634146341,0.401960784313726,5w2
80,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549911sw?$50px$,terracotta 5n1 (dark caramel w/ neutral undertones),terracotta,5n1,rgb,#865034,20.4878048780488,0.440860215053763,0.364705882352941,5n1
81,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549905sw?$50px$,cardamom 5w3 (dark to deep bronze w/ warm undertones),cardamom,5w3,rgb,#79442c,18.7012987012987,0.466666666666667,0.323529411764706,5w3
82,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549914sw?$50px$,"coconut 5w4 (dark to deep auburn w/ peachy, warm undertones)",coconut,5w4,rgb,#754127,20.0,0.5,0.305882352941176,5w4
83,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529032sw?$50px$,walnut 5c1 (dark auburn w/ cool undertones),walnut,5c1,rgb,#6c3923,18.0821917808219,0.510489510489511,0.280392156862745,5c1
84,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549917sw?$50px$,mocha 5n2 (very dark coffee w/ neutral undertones),mocha,5n2,rgb,#74462c,21.6666666666667,0.45,0.313725490196078,5n2
85,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549921sw?$50px$,clove 6w1 (deep bronze w/ warm undertones),clove,6w1,rgb,#7b472e,19.4805194805195,0.455621301775148,0.331372549019608,6w1
86,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549924sw?$50px$,truffle 6w2 (very deep coffee w/ warm undertones),truffle,6w2,rgb,#713e2a,16.9014084507042,0.458064516129032,0.303921568627451,6w2
87,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528178sw?$50px$,sienna 6n2 (very deep auburn w/ neutral undertones),sienna,6n2,rgb,#663727,15.2380952380952,0.446808510638298,0.276470588235294,6n2
88,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529030sw?$50px$,espresso 6n1 (deep caramel w/ neutral undertones),espresso,6n1,rgb,#643927,17.7049180327869,0.438848920863309,0.272549019607843,6n1
89,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528179sw?$50px$,mahogany 6c1 (deep auburn w/ cool undertones),mahogany,6c1,rgb,#5b332a,11.0204081632653,0.368421052631579,0.26078431372549,6c1
90,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2549918sw?$50px$,tonka 6w3 (deepest mahogany w/ warm undertones),tonka,6w3,rgb,#5b3429,13.2,0.378787878787879,0.258823529411765,6w3
91,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2528180sw?$50px$,cacao 6c2 (very deep espresso w/ cool undertones),cacao,6c2,rgb,#4f322c,10.2857142857143,0.284552845528455,0.241176470588235,6c2
92,becca cosmetics,ultimate coverage 24 hour foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productid=xlsimpprod18191081,https://images.ulta.com/is/image/ulta/2529031sw?$50px$,"chestnut 6c3 (deepest, rich espresso w/ cool undertones)",chestnut,6c3,rgb,#472d29,8.0,0.267857142857143,0.219607843137255,6c3
93,benefit cosmetics,hello happy air stick foundation spf 20,https://www.ulta.com/hello-happy-air-stick-foundation-spf-20?productid=pimprod2015222,https://images.ulta.com/is/image/ulta/2562480sw?$tn$,shade 3 (light/neutral),,shade 3,rgb,#e8c3a0,29.1666666666667,0.610169491525424,0.768627450980392,shade 3
